token_id,name,role_type,personality,skill,story
156,Morticia Starweaver,猎人,狡黠聪慧，智计百出，兼具隐忍的特质,目标锁定,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
157,Hex Lady,猎人,冲动热血，易于激动，兼具果断的特质,猎杀本能,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
158,Genevieve Goldleaf,工匠,叛逆不羁，自由洒脱，兼具务实的特质,完美工艺,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
159,Violet The Keeper,学者,敏感细腻，感受敏锐，兼具理性的特质,文献解读,她是镜界最博学的灵魂之一，炼金术领域的权威。虽然性格随和，却乐于分享自己的发现。
160,Morgan le Fay Arcanum,梦者,坚韧不拔，百折不挠，兼具超脱的特质,噩梦封印,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。解梦是她独有的天赋。
161,Arabella Phantom,文员,犹豫不决，优柔寡断，兼具细心的特质,秩序维护,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。秩序维护是她每日的职责。
162,Faelina Astral,守墓者,叛逆不羁，自由洒脱，兼具淡泊的特质,记忆守护,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
163,Blackrose Twilight,守护者,成熟稳重，处事周全，兼具果敢的特质,守护之壁,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
164,Stella Moonbinder,学者,坚韧不拔，百折不挠，兼具求知的特质,文献解读,她是镜界最博学的灵魂之一，炼金术领域的权威。虽然性格随和，却乐于分享自己的发现。
165,Aetherea The Wanderer,神秘者,天真烂漫，纯真无邪，兼具深沉的特质,异界召唤,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的真实身份是她永恒的谜题。
166,Sable Mystara,编织者,温柔如月，照亮黑暗，兼具细腻的特质,命运编织,命运之线在她指尖流转，能够编织出无限的可能。她是少数能触碰因果的存在。
167,Evangeline Stormcaller,旅行者,慈悲为怀，怜爱众生，兼具自由的特质,坐标锁定,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
168,Isolde Shadowdancer,猎人,静若处子，动若脱兔，兼具冷静的特质,诱饵布置,在阴影中潜行，在静默中出击。她的猎杀精准而优雅，如同艺术一般。
169,Marguerite Twilight,神,敏感细腻，感受敏锐，兼具慈悲的特质,虚实转化,作为高位存在，她的力量与镜界本源相连。每当镜界出现裂痕，她便以融合之力修补，维持着世界的平衡。
170,Euterpe of Starlight,守护者,聪慧机敏，反应敏捷，兼具忠诚的特质,勇气激发,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
171,Daisy Nightshade,战士,热情开朗，光芒四射，兼具坚毅的特质,防御姿态,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
172,Urania Keeper,文员,成熟稳重，处事周全，兼具耐心的特质,秩序维护,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。信息登记是她每日的职责。
173,Ariadne Synod of,歌者,忠诚可靠，值得信赖，兼具感性的特质,鼓舞之力,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
174,Sylvara Thornwood,旅行者,热情如火，燃烧一切，兼具自由的特质,空间跨越,她穿越镜界的每一个位面，以声音的方式记录着所见所闻。记录美好是她永恒的追求。
175,Shade The Singer,梦者,豁达乐观，笑看风云，兼具敏感的特质,梦境遨游,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。穿梦是她独有的天赋。
176,Celestine Priestess,文员,冷峻如霜，洞察本质，兼具细心的特质,档案管理,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。信息登记是她每日的职责。
177,Rosalind of Sorrows,战士,冲动热血，易于激动，兼具刚毅的特质,反射之刃,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
178,Ravenna Blackdragon,猎人,犹豫不决，优柔寡断，兼具冷静的特质,诱饵布置,她是镜界的追踪者，没有猎物能逃过她的追踪。梦境潜伏是她的标志。
179,Victoria Mistress,文员,豁达乐观，笑看风云，兼具务实的特质,事务协调,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
180,Bellatrix Lady,战士,冷峻如霜，洞察本质，兼具刚毅的特质,防御姿态,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
181,Morgana Warden,战士,温柔如月，照亮黑暗，兼具坚毅的特质,镜斩,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
182,Nocturne Phantom,守望者,内敛含蓄，蓄势待发，兼具沉默的特质,守望之力,在最高的塔楼上，她日夜注视着地平线。即使风暴将至，她也不会退缩。
183,Seraphina Lady,战士,成熟稳重，处事周全，兼具坚毅的特质,冲锋之力,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
184,Duchess Warden,园丁,热情如火，燃烧一切，兼具耐心的特质,绿意盎然,每一株植物都与她有着特殊的联系，她能听到它们的低语，感受到它们的情感。
185,Ravenna Keeper,诗人,内敛含蓄，蓄势待发，兼具浪漫的特质,文字魔法,以诗为剑，以词为盾。她的诗句拥有超越文字本身的力量，能够触动最坚硬的心。
186,Calliope of Dreams,诗人,静若处子，动若脱兔，兼具理想的特质,灵魂诗篇,在镜界的寂静角落，她低声吟唱着自己的诗篇。那些词语如同星尘，洒落在这片世界。
187,Terpsichore of Starlight,医者,静若处子，动若脱兔，兼具无私的特质,生命复苏,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
188,Genevieve Lady,猎人,坚韧不拔，百折不挠，兼具果断的特质,目标锁定,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
189,Vampira Eveningstar,文员,如风般自由，不受束缚，兼具务实的特质,档案管理,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
190,Aria Warden,梦者,慈悲为怀，怜爱众生，兼具迷茫的特质,梦境操控,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
191,Wrath The Seeker,歌者,冷峻如霜，洞察本质，兼具开朗的特质,旋律治愈,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
192,Lavender Ironforge,工匠,豁达乐观，笑看风云，兼具耐心的特质,修复之术,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
193,Bloodmoon Twilight,工匠,成熟稳重，处事周全，兼具专注的特质,物品强化,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
194,Elara Seawarden,收藏家,执着坚定，矢志不渝，兼具执着的特质,价值评估,在她的宝库中，藏着无数人终其一生都见不到的珍宝。而她，只在等待懂它的人。
195,Iris Maidens,工匠,忠诚可靠，值得信赖，兼具耐心的特质,构造之力,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
196,Celestine Astral,学者,静若处子，动若脱兔，兼具严谨的特质,记忆图书馆,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。记忆之海是她研究的核心课题。
197,Elowen Lady,守望者,狡黠聪慧，智计百出，兼具警觉的特质,边界巡逻,她永远站在镜界的边界，注视着可能到来的威胁。深渊是她守望的目标。
198,Faelina Order of the,工匠,冲动热血，易于激动，兼具专注的特质,造物之力,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
199,Euterpe Eveningstar,神秘者,冲动热血，易于激动，兼具神秘的特质,记忆窥探,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
200,Dawnwhisper Thornwood,工匠,敏感细腻，感受敏锐，兼具专注的特质,物品强化,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
201,Elara Enigmatica,学者,冷峻如霜，洞察本质，兼具内敛的特质,解析之眼,她是镜界最博学的灵魂之一，炼金术领域的权威。虽然性格外向，却乐于分享自己的发现。
202,Heather Mystara,工匠,沉静如水，波澜不惊，兼具专注的特质,锻造秘法,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
203,Luna The Oracle,学者,叛逆不羁，自由洒脱，兼具严谨的特质,真理追寻,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。时空法则是她研究的核心课题。
204,Iris of Sorrows,战士,热情如火，燃烧一切，兼具刚毅的特质,反射之刃,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
205,Nyxara Silvermist,编织者,慈悲为怀，怜爱众生，兼具细腻的特质,网罗之力,命运之线在她指尖流转，能够编织出无限的可能。她是少数能触碰因果的存在。
206,Lunaria Priestess,医者,优雅从容，气质高贵，兼具细腻的特质,伤痛抚慰,她掌握着生命的奥秘，能够缝合最深的创伤。在镜界，她是最受敬重的存在之一。
207,Genevieve Thornwood,收藏家,犹豫不决，优柔寡断，兼具博学的特质,物品识别,她收集镜界所有珍奇的事物，稀有植物是她最珍贵的藏品。
208,Countess Cosmos,守护者,静若处子，动若脱兔，兼具坚定的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
209,Thalindra The Singer,文员,如风般自由，不受束缚，兼具务实的特质,事务协调,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
210,Heather The Seeker,守护者,冲动热血，易于激动，兼具勇敢的特质,结界展开,作为边境的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
211,Willow Ravencroft,工匠,成熟稳重，处事周全，兼具专注的特质,造物之力,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
212,Iris Stormwind,工匠,成熟稳重，处事周全，兼具耐心的特质,炼金术,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
213,Morwenna Leafsinger,园丁,坚韧不拔，百折不挠，兼具朴实的特质,植物治愈,每一株植物都与她有着特殊的联系，她能听到它们的低语，感受到它们的情感。
214,Urania of Eternity,工匠,内敛含蓄，蓄势待发，兼具务实的特质,炼金术,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
215,Dawnwhisper Stormcaller,梦者,热情开朗，光芒四射，兼具敏感的特质,梦境遨游,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
216,Vivienne Order of the,园丁,慈悲为怀，怜爱众生，兼具细腻的特质,生长引导,她在镜界培育着一座属于自己的花园。梦之园是她精心照料的领域。
217,Morrigan Sentinel,守护者,冷峻如霜，洞察本质，兼具忠诚的特质,誓约之力,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
